ticker,valor_actual,variacion,volumen
BATRA,$39.43,-0.57,65472
BATRK,$38.54,-0.36,94768
BAX,$46.05,0.76,3290093
BB,$4.69,0.32,6475368
BBAI,$2.74,0.21,5055690
BBAR,$4.14,0.27,734030
BBCP,$6.99,0.14,76928
BBD,$3.01,0.19,46106799
BBDC,$7.25,-0.05,857111
BBDO,$2.55,0.05,65375
BBGI,$1.01,0.00,24404
BBIG,$0.2008,263,7037988
BBIO,$13.68,0.18,1476497
BBLG,$0.1905,-45,131554
BBLN,$7.17,0.18,20471
BBN,$17.89,0.06,104664
BBSI,$79.84,1.36,77885
BBU,$17.13,0.84,16228
BBUC,$18.23,0.57,30863
BBVA,$6.97,0.13,1682314
BBW,$22.04,0.24,205524
BBWI,$33.71,0.24,5333894
BBY,$73.57,1.97,1383854
BC,$82.67,2.33,895745
BC^A,$25.02,601,12973
BC^B,$25.33,0.08,2978
BC^C,$25.40,0.23,7761
BCAB,$3.60,-0.04,387157
BCAN,$2.60,0.33,106022
BCAT,$15.28,0.31,194756
BCBP,$10.74,0.34,121151
BCC,$70.14,2.51,557622
BCDA,$2.00,-0.07,21802
BCDAW,$0.7699,0.00,1
BCE,$48.13,0.53,1145569
BCEL,$1.00,-0.02,96536
BCH,$21.96,0.51,234973
BCLI,$2.99,-0.21,210397
BCML,$15.89,0.17,41309
BCO,$63.29,2.93,345284
BCOV,$3.77,0.29,249021
BCOW,$6.69,3.399,20161
BCPC,$128.46,-0.79,87673
BCRX,$8.56,0.09,3223554
BCS,$7.82,0.35,11865254
BCSA,$10.40,0.00,38
BCSAU,$10.48,0.00,11
BCSAW,$0.0423,-174,5214
BCSF,$11.36,0.22,99906
BCTX,$7.00,0.00,270305
BCTXW,$2.94,908,1110
BCV,$16.24,0.17,7739
BCV^A,$23.94,0.00,280
BCX,$9.26,0.11,300305
BCYC,$21.74,0.84,283709
BDC,$80.92,2.41,389955
BDJ,$8.39,0.16,218714
BDL,$27.3667,7.567,256
BDN,$3.86,0.26,4149042
BDRX,$0.2149,98,568442
BDSX,$1.62,-0.01,132155
BDTX,$1.97,0.23,141874
BDX,$253.66,1.20,1467486
BDXB,$50.18,0.15,152437
BE,$17.00,0.86,2275240
BEAM,$33.64,0.37,866501
BEAT,$2.1494,-406,115801
BEATW,$0.45,1,2100
BECN,$59.01,-0.86,685808
BEDU,$1.985,35,2080
BEEM,$9.70,0.53,81460
BEEMW,$5.49,0.00,200
BEKE,$16.03,0.22,2804847
BELFA,$44.3784,2.0784,368
BELFB,$43.22,1.41,117215
BEN,$25.54,0.44,2766755
BEP,$31.47,1.94,224544
BEP^A,$18.97,0.38,2387
BEPC,$35.08,2.89,656905
BEPH,$14.73,0.37,21730
BEPI,$15.18,0.61,24612
BERY,$57.66,1.21,784168
BEST,$2.97,-0.01,21111
BF/A,$65.58,0.39,17817
BF/B,$64.67,0.35,1018686
BFAC,$10.49,0.00,166184
BFAM,$90.77,5.58,1213591
BFC,$68.97,1.53,15450
BFH,$24.94,1.24,672606
BFI,$0.98,-94,27072
BFIIW,$0.05,5,78970
BFIN,$7.645,25,14646
BFK,$9.96,0.06,149721
BFLY,$2.15,0.10,1341858
BFRG,$5.26,-0.01,430496
BFRGW,$0.97,-211,18673
BFRI,$0.5975,25,71134
BFRIW,$0.1616,0.00,120
BFS,$33.67,-1.69,47172
BFS^D,$21.21,0.18,800
BFS^E,$20.86,-0.34,3506
BFST,$14.11,0.45,84907
BFZ,$12.03,0.05,275881
BG,$90.55,1.20,990339
BGB,$10.70,0.01,59094
BGCP,$4.17,0.12,2266601
BGFV,$7.57,0.25,251411
BGH,$13.08,0.16,46998
BGI,$9.20,0.51,41586
BGNE,$249.79,-10.82,243802
BGR,$12.03,0.36,79620
BGRY,$1.38,0.01,296585
BGRYW,$0.332,7,14250
BGS,$15.49,-0.40,1084745
BGSF,$9.96,0.26,18044
BGT,$11.40,0.11,105372
BGX,$10.89,0.07,36158
BGXX,$1.11,-0.06,1277645
BGY,$5.63,0.07,471657
BH,$191.05,6.86,5168
BHAC,$10.32,0.02,310
BHACU,$10.38,0.13,700
BHACW,$0.0445,-526,21940
BHAT,$0.891,111,92258
BHB,$23.12,1.38,42971
BHC,$5.83,-0.06,4710611
BHE,$21.25,-0.13,282039
BHF,$42.93,2.22,590219
BHFAL,$21.95,935,19337
BHFAM,$13.90,0.93,78925
BHFAN,$15.99,0.93,61353
BHFAO,$22.905,635,25422
BHFAP,$22.02,0.94,20475
BHG,$0.152,51,1060547
BHIL,$1.20,0.10,254608
BHK,$11.05,-0.01,140374
BHLB,$19.99,01.05,363980
BHM,$18.10,0.12,23999
BHP,$60.79,2.61,3144118
BHR,$3.97,0.02,272183
BHR^B,$15.56,-0.04,1449
BHR^D,$22.8461,-329,862
BHRB,$78.6965,-13.035,209
BHV,$10.74,0.13,1071
BHVN,$14.24,0.50,831479
BIAF,$2.03,0.06,7396
BIAFW,$0.2558,-64,3804
BIDU,$123.45,2.10,1554600
BIG,$8.97,0.41,966913
BIGC,$7.28,0.01,1080665
BIGZ,$7.40,0.11,822431
BIIB,$318.06,4.49,1734407
BILI,$20.25,0.37,2982079
BILL,$94.04,14.13,8361337
BIMI,$0.91,-155,47185
BIO,$385.24,-77.37,838932
BIO/B,$467.95,0.00,1
BIOC,$0.2668,-18,111764
BIOL,$0.2028,-665,2378799
BIOR,$2.57,0.11,51767
BIOS,$10.49,5,257329
BIOSU,$10.53,0.00,43
BIOSW,$0.10,0.00,14
BIOX,$10.44,-0.03,13017
BIP,$35.54,0.27,710206
BIP^A,$16.8899,1.699,1353
BIP^B,$16.63,0.01,8868
BIPC,$43.33,01.07,361568
BIPH,$15.825,174,8292
BIPI,$15.80,0.14,19846
BIRD,$1.31,0.11,2233673
BIT,$14.85,0.36,77489
BITE,$10.3879,379,151
BITF,$1.16,0.08,5933254
BIVI,$8.16,0.80,223796
BJ,$74.95,1.49,1441765
BJDX,$0.33,0.02,44679
BJRI,$30.86,-0.55,422100
BK,$41.17,01.09,5034086
BKCC,$3.10,0.05,157700
BKD,$3.94,0.07,2352508
BKE,$33.75,0.80,314689
BKH,$66.14,0.27,358170
BKI,$54.06,0.36,1135638
BKKT,$1.47,0.10,744111
BKN,$11.62,0.03,155273
BKNG,$2569.30,-34.27,788161
BKR,$28.22,1.00,7325725
BKSC,$14.07,-0.27,5511
BKSY,$1.17,0.03,1273360
BKT,$12.58,0.00,32672
BKTI,$13.60,-0.38,6346
BKU,$18.19,0.57,2035847
BKYI,$0.70,521,43793
BL,$53.82,2.78,1634661
BLAC,$10.145,-15,10592
BLACR,$0.17,-6,20708
BLACU,$10.3301,-699,4382
BLACW,$0.0421,-201,4100
BLBD,$19.13,0.60,144670
BLBX,$2.99,0.07,30215
BLCM,$0.40,201,6402844
BLCO,$17.50,0.00,592365
BLD,$215.07,04.09,213256
BLDE,$2.64,0.10,210627
BLDEW,$0.3525,225,2361
BLDP,$4.64,0.32,2904065
BLDR,$111.25,4.46,2366059
BLE,$10.44,0.09,136456
BLEU,$10.29,0.05,185
BLEUW,$0.0299,0.00,58
BLFS,$19.34,1.44,245751
BLFY,$9.03,0.23,186748
BLIN,$0.8804,4,63720
BLK,$644.48,12.82,484306
BLKB,$70.00,-0.10,282717
BLMN,$24.12,-0.27,1639315
BLND,$0.6304,48,1156130
BLNG,$10.12,0.03,40505
BLNGU,$10.1001,501,400
BLNK,$7.17,0.18,1327847
BLPH,$9.07,-0.23,77849
BLRX,$1.19,0.02,287779
BLTE,$28.20,0.19,5208
BLU,$14.49,-0.02,1557389
BLUA,$10.22,0.00,20430
BLUE,$4.37,0.08,3648627
BLW,$13.19,0.18,62167
BLX,$18.02,0.59,64614
BLZE,$4.16,0.18,69702
BMA,$17.80,0.99,188924
BMBL,$17.52,-0.12,6076406
BME,$41.71,0.33,19610
BMEA,$32.52,0.51,578851
BMEZ,$16.41,0.17,235235
BMI,$139.26,1.88,135497
BML^G,$20.50,45,15706
BML^H,$20.38,-0.01,14716
BML^J,$21.0861,2.711,7153
BML^L,$19.90,0.27,17718
BMN,$25.20,-0.02,7443
BMO,$87.97,3.47,904925
BMR,$1.54,-0.04,1368
BMRA,$1.45,0.07,36757
BMRC,$14.56,0.74,251094
BMRN,$96.63,1.18,934206
BMTX,$2.82,-0.05,23832
BMY,$68.14,1.32,8560976
BN,$31.37,1.12,2033655
BNED,$1.50,0.03,201643
BNGO,$0.7258,657,9237976
BNGOW,$0.08,2,423
BNH,$15.14,2.499,10474
BNIX,$10.44,5,1000
BNIXR,$0.17,0.00,100
BNIXW,$0.0475,-21,400
BNJ,$14.7899,2.899,16106
BNL,$16.33,0.25,1076447
BNMV,$0.07,3,538526
BNNR,$10.29,0.00,284701
BNNRW,$0.002,-255,15921
BNOX,$2.29,-599,3677
BNR,$2.94,0.03,24240
BNRE,$31.64,0.80,13346
BNRG,$1.01,0.04,37578
BNS,$50.03,1.54,1963582
BNSO,$2.85,-688,14462
BNTC,$0.229,41,1047011
BNTX,$108.43,0.79,1218005
BNY,$10.30,0.14,108223
BOAC,$10.03,-0.01,17679
BOC,$20.14,0.11,203011
BOCN,$10.48,0.00,24
BOCNU,$10.5201,-2.399,921
BODY,$0.4501,-399,464916
BOE,$10.22,0.14,130542
BOH,$43.71,03.06,970471
BOH^A,$13.40,0.69,56253
BOKF,$80.70,2.94,230370
BOLT,$1.61,0.08,160567
BON,$0.60,-95,1030534
BOOM,$18.59,01.03,168381
BOOT,$73.87,2.26,489464
BORR,$7.08,0.31,883406
BOSC,$2.7382,1.182,1766
BOTJ,$9.10,0.25,5287
BOWL,$14.23,0.29,589405
BOX,$26.57,0.55,927175
BOXL,$0.342,79,277800
BP,$37.13,01.02,9646419
BPAC,$10.48,0.00,1
BPACU,$10.45,0.00,100
BPACW,$0.035,-5,2300
BPMC,$56.23,-2.18,890212
BPOP,$56.73,02.03,736920
BPOPM,$25.05,0.39,2041
BPRN,$26.14,0.19,27023
BPT,$5.76,0.12,187312
BPTH,$1.5099,1.199,38035
BPTS,$3.5899,799,17432
BPYPM,$14.36,0.26,16511
BPYPN,$11.4997,797,16597
BPYPO,$12.55,0.10,14040
BPYPP,$14.249,9,6541
BQ,$2.0201,3.301,82332
BR,$152.87,-0.19,527373
BRAC,$10.64,0.00,2
BRACR,$0.1894,0.00,230
BRAG,$3.56,275,27645
BRBR,$36.56,0.06,540062
BRBS,$7.53,0.39,43001
BRC,$50.89,0.78,140405
BRCC,$5.38,0.24,310288
BRD,$10.41,0.01,205
BRDG,$8.56,0.03,106662
BRDS,$0.1297,53,3853477
BREA,$2.39,-0.03,16937
BREZ,$10.644,-6,543
BREZR,$0.0811,59,400
BREZW,$0.065,8,54735
BRFH,$1.21,99,7063
BRFS,$1.35,0.04,1727932
BRID,$12.97,0.42,6875
BRK/A,$491840.00,2300.00,5745
BRK/B,$323.88,3.88,3868755
BRKH,$10.21,-0.02,1514
BRKHU,$10.69,0.00,8
BRKHW,$0.04,0.00,5000
BRKL,$8.14,0.46,1178492
BRKR,$78.53,-3.05,1318535
BRLI,$11.06,0.00,36
BRLIW,$0.0195,11,18603
BRLT,$3.78,0.15,33735
BRMK,$4.85,0.21,846407
BRN,$2.75,0.08,24439
BRO,$65.31,1.20,985032
BROG,$6.09,0.43,649
BROGW,$0.0799,187,336
BROS,$32.63,0.85,938751
BRP,$24.29,1.26,366387
BRQS,$0.2172,21,304080
BRSH,$0.2694,69,52205
BRSHW,$0.12,-77,400
BRSP,$5.36,0.13,1013353
BRT,$17.42,0.39,44746
BRTX,$4.40,0.29,48462
BRW,$8.00,0.06,121804
BRX,$21.36,0.39,2781563
BRY,$7.02,285,822759
BRZE,$28.90,1.36,1215600
BSAC,$19.54,0.12,711288
BSAQ,$10.26,0.00,5000
BSBK,$8.22,-0.16,1581
BSBR,$5.66,0.23,1143274
BSET,$14.50,-0.10,25247
BSFC,$0.1125,0.00,724244
BSGM,$1.345,-5,144734
BSIG,$22.59,0.48,108532
BSL,$12.54,0.06,34702
BSM,$15.60,0.53,487423
BSQR,$1.09,14,14127
BSRR,$15.90,0.35,59256
BST,$31.25,0.62,69041
BSTZ,$16.52,0.22,147988
BSVN,$24.03,0.89,33000
BSX,$51.54,-0.40,9163095
BSX^A,$124.34,-0.79,22713
BSY,$42.60,0.36,942652
BTA,$10.08,0.03,28665
BTAI,$23.17,0.48,388656
BTB,$0.82,-197,63985
BTBD,$2.875,305,5010
BTBDW,$0.2143,0.00,1
BTBT,$2.36,0.11,3495125
BTCM,$2.94,0.01,127166
BTCS,$1.23,0.06,102172
BTCY,$0.6225,-121,76764
BTDR,$6.27,0.02,67934
BTE,$3.56,0.12,1561276
BTG,$4.12,-0.02,7422895
BTI,$35.60,0.17,6099394
BTMD,$6.41,0.42,17756
BTMDW,$0.60,-0.04,144578
BTO,$23.99,0.45,294781
BTOG,$0.229,54,264263
BTT,$21.23,0.09,113667
BTTR,$0.3551,-199,22335
BTTX,$0.9338,-43,209762
BTU,$22.81,0.74,3156038
BTWN,$10.0785,-15,15540
BTWNU,$10.12,-0.01,700
BTWNW,$0.2298,298,5575
BTZ,$10.33,0.06,223367
BUD,$64.83,-1.07,3518947
BUI,$23.435,315,43725
BUR,$13.42,0.30,597467
BURL,$183.86,0.12,883144
BURU,$0.9265,145,79792
BUSE,$17.99,0.89,242404
BV,$6.54,0.44,513613
BVH,$26.39,1.60,64323
BVN,$7.23,-0.06,705871
BVS,$0.9785,524,69520
BVXV,$1.94,0.02,15545
BW,$6.04,0.29,413015
BW^A,$16.93,-0.02,13231
BWA,$44.61,1.81,3744582
BWAC,$10.80,299,2771
BWACW,$0.10,0.00,11099
BWAQR,$0.081,0.00,3
BWAY,$1.5115,115,20076
BWB,$8.73,0.47,113582
BWBBP,$15.8833,-367,3606
BWC,$9.92,0.02,46188
BWCAW,$0.0845,69,120
BWEN,$4.84,0.25,70816
BWFG,$22.63,0.97,11849
BWG,$7.91,0.09,30047
BWMN,$29.89,1.26,39109
BWMX,$12.04,-0.06,31988
BWNB,$21.0021,621,15423
BWSN,$24.10,0.07,7053
BWV,$1.04,0.02,75441
BWXT,$65.23,1.12,609754
BX,$82.16,1.45,3865159
BXC,$72.38,2.81,87299
BXMT,$17.51,0.61,3204355
BXMX,$13.21,0.16,112881
BXP,$51.93,1.27,1191910
BXRX,$0.7599,-204,246868
BXSL,$25.69,0.60,467573
BY,$18.38,1.51,220755
BYD,$70.60,2.61,1097934
BYFC,$0.92,0.05,126752
BYM,$11.35,0.17,76738
BYN,$10.31,0.00,111
BYND,$12.91,0.08,1124734
BYNO,$10.43,0.00,1601
BYNOU,$10.44,9,991
BYNOW,$0.04,-75,4051
BYRN,$5.05,0.22,54614
BYSI,$0.9835,835,74249
BYTS,$10.06,0.01,612
BYTSW,$0.094,-8,31255
BZ,$18.71,-0.40,1735896
BZFD,$0.58,-315,1542262
BZFDW,$0.05,-12,11640
BZH,$20.49,0.53,398277
BZUN,$4.63,0.08,335457
C,$46.32,1.42,13380512
C^J,$25.43,0.28,84243
C^K,$24.88,0.10,178078
C^N,$28.50,0.13,76060
CAAP,$11.36,0.09,109150
CAAS,$4.46,-0.04,64587
CABA,$12.58,0.37,342626
CABO,$697.19,3.21,80572
CAC,$30.28,1.30,50249
CACC,$450.27,11.81,39547
CACI,$305.69,2.14,157180
CACO,$0.9394,194,22320
CADE,$19.11,1.20,1677549
CADE^A,$18.95,0.97,21889
CADL,$1.65,-0.05,17076
CAE,$22.09,0.39,102114
CAF,$13.79,0.00,15006
CAG,$37.82,0.20,1972844
CAH,$83.20,2.37,2739164
CAKE,$32.79,0.08,1137956
CAL,$22.96,0.72,378059
CALB,$14.32,1.14,26648
CALM,$50.42,1.74,1132388
CALT,$25.6122,1.3122,5550
CALX,$42.73,-0.31,870128
CAMP,$2.01,0.00,129089
CAMT,$26.88,01.06,50920
CAN,$2.61,-0.07,2254108
CANB,$0.51,-0.04,5689
CANF,$2.11,-0.01,37476
CANG,$1.11,0.02,42703
CANO,$1.11,0.11,1970169
CAPL,$20.27,0.65,29535
CAPR,$3.92,0.15,77484
CAR,$167.47,5.20,441501
CARA,$4.39,0.04,302428
CARE,$13.36,0.55,61169
CARG,$16.155,655,907297
CARM,$5.54,0.44,224601
CARR,$42.38,1.28,6581644
CARS,$17.64,0.53,631068
CARV,$4.48,0.08,15097
CASA,$1.18,-0.06,186891
CASH,$44.66,1.80,270382
CASI,$2.57,-0.31,12824
CASS,$37.16,01.09,43432
CASY,$233.66,-4.25,212614
CAT,$215.09,4.71,2716326
CATC,$48.83,1.93,51821
CATO,$8.33,0.11,46485
CATX,$0.659,311,1064474
CATY,$29.62,0.85,652588
CB,$198.93,3.46,1395798
CBAN,$9.18,0.23,44306
CBAT,$0.7452,17,115920
CBAY,$10.51,0.24,979559
CBD,$3.03,0.01,2272992
CBFV,$19.20,-1.05,4782
CBH,$8.53,0.06,27470
CBIO,$0.2106,-44,24375
CBL,$23.07,0.67,63693
CBNK,$15.99,0.29,11242
CBOE,$136.58,-0.49,962858
CBRE,$74.55,0.89,1671287
CBRG,$9.65,-0.83,51878
CBRGW,$0.0749,0.00,1
CBRL,$103.61,0.75,287651
CBSH,$51.53,0.89,902083
CBT,$71.32,2.32,289274
CBU,$48.54,1.21,395897
CBZ,$50.04,0.49,221098
CC,$29.51,01.01,1004865
CCAI,$10.40,0.00,54
CCAIU,$10.51,0.00,55
CCAIW,$0.0275,0.00,11
CCAP,$13.48,0.25,93774
CCB,$35.36,1.54,69240
CCBG,$30.33,1.22,28991
CCCC,$3.29,0.06,672203
CCCS,$8.93,-0.42,2277121
CCD,$22.00,0.33,31815
CCEL,$4.87,-0.13,5154
CCEP,$65.60,-0.40,1279021
CCF,$111.94,01.05,19369
CCI,$118.50,0.90,2382326
CCJ,$27.56,0.95,2788597
CCK,$85.73,0.93,704307
CCL,$10.01,0.62,52087986
CCLD,$3.18,0.22,23832
CCLDO,$23.07,-0.18,6803
CCLDP,$26.54,-0.25,13090
CCLP,$1.17,0.02,15245
CCM,$1.39,0.00,1623
CCNE,$17.97,0.64,52265
CCNEP,$18.39,0.06,14463
CCO,$1.30,0.05,1011383
CCOI,$66.91,-2.92,418488
CCRD,$24.26,-0.73,15302
CCRN,$23.50,01.04,1054083
CCS,$65.24,0.86,136956
CCSI,$36.86,0.51,133171
CCTS,$10.46,0.00,5620
CCTSW,$0.0348,-144,24675
CCU,$16.79,0.01,70054
CCV,$10.07,0.00,7841
CCVI,$10.165,15,930582
CCZ,$58.98,-0.02,122
CD,$6.08,-0.01,572982
CDAQ,$10.26,0.00,6284
CDAQU,$10.25,0.00,2
CDAY,$56.70,-0.50,2347135
CDE,$3.55,-0.06,6404536
CDIO,$1.94,-0.19,92291
CDIOW,$0.1561,-56,2542
CDLX,$6.03,-2.26,3720426
CDMO,$18.54,0.07,286391
CDNA,$8.39,-0.22,591235
CDNS,$205.24,0.21,1749068
CDR^B,$16.4001,-1.896,7533
CDR^C,$12.00,-0.03,17373
CDRE,$20.96,0.65,32244
CDRO,$2.72,-0.08,2901
CDROW,$0.0905,-96,100
CDTX,$1.05,0.04,826615
CDW,$165.99,2.13,1088924
CDXC,$1.36,0.01,70293
CDXS,$3.76,-0.19,1182808
CDZI,$4.18,0.17,281423
CDZIP,$17.06,0.00,23
CE,$105.90,4.75,1293241
CEAD,$0.8363,266,16915
CEADW,$0.06,98,2000
CECO,$11.53,0.27,253282
CEE,$8.3385,885,4964
CEG,$79.49,0.90,2359297
CEI,$1.28,0.04,505402
CEIX,$62.51,1.14,483615
CELC,$9.68,-0.07,30909
CELH,$104.26,4.22,1072028
CELL,$0.9462,289,290308
CELU,$0.5063,33,332419
CELUW,$0.0492,-207,2351
CELZ,$0.64,47,296002
CEM,$31.91,01.01,40190
CEN,$18.36,0.13,17912
CENN,$0.3805,-2,1196876
CENT,$38.79,0.07,40031
CENTA,$37.26,0.06,157789
CENX,$8.29,0.36,986725
CEPU,$6.00,0.33,81505
CEQP,$23.95,0.31,429749
CEQP^,$8.96,-601,130567
CERE,$32.51,1.10,810430
CERS,$2.28,-0.03,1337129
CERT,$23.11,0.78,1194384
CET,$34.31,0.41,7872
CETU,$10.17,0.01,105362
CETUR,$0.22,0.00,87
CETUU,$10.43,0.00,1
CETUW,$0.058,0.00,87
CETX,$8.8001,-10.599,18479
CETXP,$0.60,-0.02,8728
CETY,$2.07,0.26,99431
CEV,$10.09,-0.03,18818
CEVA,$25.62,01.01,275433
CF,$69.64,-0.43,3318952
CFB,$9.98,0.29,152630
CFBK,$15.95,-0.02,1426
CFFE,$10.71,0.00,2
CFFEW,$0.0436,47,100
CFFI,$50.97,2.27,6307
CFFN,$5.67,0.13,1149769
CFFS,$10.36,0.00,100
CFFSU,$10.39,0.02,1200
CFFSW,$0.1001,0.00,484
CFG,$26.44,1.59,10434669
CFG^D,$20.41,0.42,83030
CFG^E,$16.40,1.33,230810
CFIV,$10.42,-0.04,763
CFIVU,$10.38,0.00,2000
CFIVW,$0.07,9,32040
CFLT,$22.66,-0.54,5448890
CFMS,$1.33,0.05,31590
CFR,$102.17,8.75,1249892
CFR^B,$17.11,1.14,25869
CFRX,$1.75,0.00,375419
CFSB,$6.64,0.00,5197
CG,$26.70,0.98,6057240
CGA,$3.39,0.01,38471
CGABL,$18.24,0.57,12469
CGAU,$6.86,0.08,137600
CGBD,$13.57,0.32,161839
CGC,$1.34,0.09,16973644
CGEM,$9.58,-0.02,129934
CGEN,$0.63,0.00,160498
CGNT,$4.24,0.09,140891
CGNX,$49.60,-0.89,881720
CGO,$9.275,195,16788
CGRN,$1.2599,211,14168
CGTX,$1.56,-0.11,44312
CHAA,$10.36,0.09,17604
CHCI,$4.35,-0.33,26520
CHCO,$91.37,1.65,107142
CHCT,$36.51,0.17,108141
CHD,$97.53,-0.13,1114709
CHDN,$296.26,7.78,141462
CHE,$550.70,5.99,54077
CHEA,$10.59,0.00,101
CHEAU,$10.6428,-72,1022
CHEAW,$0.0215,-135,194
CHEF,$34.77,0.75,285451
CHEK,$1.39,0.08,26065
CHGG,$10.14,0.70,8726757
CHH,$129.27,1.28,337382
CHI,$10.46,165,127704
CHK,$78.64,1.67,1431378
CHKEL,$59.14,-0.07,408
CHKEW,$65.92,0.00,3
CHKEZ,$65.9467,0.00,2
CHKP,$120.96,2.50,963854
CHMG,$36.00,0.83,7818
CHMI,$5.27,0.15,236459
CHMI^A,$21.25,-0.35,7954
CHMI^B,$20.48,-0.07,2251
CHN,$11.79,0.04,12774
CHNR,$2.59,0.10,4098
CHPT,$8.77,0.06,5040949
CHRD,$138.97,05.04,403810
CHRS,$7.38,0.06,583974
CHRW,$104.50,1.76,842987
CHS,$5.07,0.16,1356483
CHSCL,$25.80,0.15,10056
CHSCM,$24.62,0.17,17157
CHSCN,$24.65,0.12,18459
CHSCO,$25.77,0.17,12067
CHSCP,$28.84,0.06,13347
CHSN,$1.81,-0.10,165742
CHT,$41.51,0.23,83734
CHTR,$350.85,02.07,854324
CHUY,$35.59,0.69,160053
CHW,$5.87,0.10,157810
CHWY,$33.12,01.07,6784502
CHX,$27.17,1.16,1198024
CHY,$10.60,0.15,121579
CI,$260.74,17.05,3767920
CIA,$1.74,-0.04,39294
CIB,$24.99,1.26,748042
CIDM,$0.33,-401,2943851
CIEN,$44.08,0.26,1489600
CIF,$1.64,47,50210
CIFR,$2.21,-0.17,1029251
CIFRW,$0.3257,356,4574
CIG,$2.37,-0.01,5272669
CIGI,$90.82,0.66,134510
CII,$17.78,0.31,40798
CIK,$2.71,0.03,354425
CIM,$5.19,0.12,2476834
CIM^A,$19.50,4.057,2042
CIM^B,$19.60,0.19,23524
CIM^C,$18.025,325,9280
CIM^D,$19.22,0.27,17804
CINF,$105.24,1.23,593264
CING,$1.0804,-96,17049
CINGW,$0.0799,-1,7216
CINT,$3.71,-0.12,72573
CIO,$5.18,-0.40,975951
CIO^A,$15.40,-685,19599
CION,$9.35,0.22,139806
CIR,$27.25,0.98,156473
CISO,$0.2361,-217,1436027
CITE,$10.59,0.00,3161
CIVB,$14.95,0.29,35818
CIVI,$67.49,2.37,554448
CIX,$18.90,0.17,12220
CIZN,$12.668,1.179,1263
CJJD,$0.8592,-119,4457165
CKPT,$3.02,-0.11,134572
CKX,$9.5401,-29,422
CL,$80.59,-0.20,5359266
CLAR,$8.55,35,254029
CLAY,$10.66,0.00,1
CLAYW,$0.035,0.00,8
CLB,$21.89,0.43,239947
CLBK,$16.38,1.26,375457
CLBR,$10.16,0.00,7513
CLBT,$5.40,-0.01,63014
CLBTW,$0.77,0.00,3
CLCO,$12.11,0.42,41616
CLDT,$10.23,0.22,195519
CLDT^A,$20.61,0.13,23951
CLDX,$33.28,1.79,672619
CLEU,$0.735,-802,135651
CLF,$14.93,0.67,9248527
CLFD,$35.27,-6.87,2328644
CLGN,$6.8206,-944,7336
CLH,$135.70,-0.84,481254
CLIN,$10.33,0.00,3846
CLINR,$0.1899,1,160
CLINW,$0.0594,156,2700
CLIR,$0.99,-0.02,24573
CLLS,$1.90,0.02,162929
CLM,$7.85,0.07,779767
CLMB,$48.37,02.08,12819
CLMT,$17.44,1.41,125498
CLNE,$4.29,0.15,1379418
CLNN,$0.94,197,33622
CLOE,$11.25,0.00,1
CLOER,$0.0801,-38,17200
CLOV,$0.81,512,5805245
CLPR,$5.57,0.24,33263
CLPS,$1.13,202,10626
CLPT,$9.56,0.21,51133
CLRB,$1.46,-0.02,33316
CLRC,$10.46,0.00,51
CLRCR,$0.10,-0.02,913
CLRCU,$10.61,0.10,200
CLRO,$1.22,0.00,17487
CLS,$11.02,0.39,513150
CLSD,$1.01,395,160357
CLSK,$4.20,0.21,5784009
CLST,$9.65,0.15,11382
CLVR,$0.2601,2,242422
CLVRW,$0.0393,38,7100
CLVT,$7.65,0.17,16060373
CLVT^A,$35.69,0.53,58904
CLW,$32.13,0.41,124943
CLWT,$1.38,0.03,5535
CLX,$169.60,-1.44,2174011
CLXT,$3.605,5,28126
CM,$41.50,1.61,1540821
CMA,$36.44,5.23,8320170
CMAX,$2.62,0.19,288482
CMAXW,$0.3977,-23,2100
CMBM,$14.14,-0.25,159668
CMC,$44.55,1.69,779174
CMCA,$10.49,0.01,69853
CMCAU,$10.4801,-9.399,500
CMCAW,$0.025,0.00,100
CMCL,$14.20,-0.26,57664
CMCM,$2.23,0.02,9210
CMCO,$34.74,0.66,60537
CMCSA,$40.43,0.21,18935255
CMCT,$4.47,0.07,20651
CME,$185.13,1.20,984520
CMG,$2028.21,-5.30,321173
CMI,$226.38,4.93,865987
CMLS,$2.77,0.09,237290
CMMB,$1.52,0.08,14135
CMND,$0.5881,-219,187261
CMP,$31.54,0.62,291924
CMPO,$7.43,0.43,242015
CMPOW,$1.23,0.05,114209
CMPR,$47.08,0.22,117188
CMPS,$8.04,0.25,161328
CMPX,$3.31,0.35,365671
CMRA,$0.7799,0.03,2201
CMRAW,$0.0275,-25,301
CMRE,$8.39,0.35,574748
CMRE^B,$23.90,0.11,1636
CMRE^C,$24.65,-0.02,2267
CMRE^D,$24.87,0.00,20
CMRE^E,$25.05,0.40,1364
CMRX,$1.16,0.02,1258271
CMS,$61.98,0.69,1611538
CMS^B,$89.99,0.99,114
CMS^C,$18.68,0.28,24078
CMSA,$24.73,0.20,6252
CMSC,$24.25,0.25,8578
CMSD,$24.44,0.09,25037
CMT,$19.30,0.21,34851
CMTG,$11.37,0.49,220552
CMTL,$10.74,0.28,151576
CMU,$3.18,0.01,38242
CNA,$39.93,0.28,149919
CNC,$68.39,1.17,2042485
CNDA,$10.18,0.00,1173
CNDB,$10.41,0.00,25721
CNDT,$2.96,0.22,1704574
CNET,$1.60,-0.06,50170
CNEY,$0.215,142,364697
CNF,$2.58,-0.01,19206
